title,brand,price,image_urls,description,url
Mesh Flare Pants,Jean Paul Gaultier,510.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F444943%2Fimage_1.jpg%3Fv%3D638592572779200000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F444945%2Fimage_2.jpg%3Fv%3D638596818322670000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F444944%2Fimage_3.jpg%3Fv%3D638596818316300000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F444942%2Fimage_4.jpg%3Fv%3D638592572776900000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F444941%2Fimage_5.jpg%3Fv%3D638596818306930000""]","Flared Silhouette
All-over Pigalle city print
Mesh fabrication
Pull-on styling

Dimensions: Model is 5'9""/175cm and is wearing a size S
Composition: 100% Polyamide
Care: Care according to label",https://shop.harpersbazaar.com/mesh-flare-pants-1723660476538-47360/p
GG Tweed Skirt,Gucci,1400.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F442185%2Fimage_1.jpg%3Fv%3D638591582555600000""]","Braided ribbon trim
Self-covered button with Interlocking G
Fitted waistband
Two side pockets
Zip closure
Mini length

Dimensions: Model is 5'9""/ 175cm and is wearing a size IT40
Composition: 71% Wool, 29% Cotton
Care: Care according to label",https://shop.harpersbazaar.com/gg-tweed-skirt-1723561449728-46660/p
Organic Denim Shorts With Crystal G,Gucci,1350.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F442034%2Fimage_1.jpg%3Fv%3D638591582146200000""]","Belt loops
Five-Pocket style
Crystal G
Raw cut edges
Button and zip closure

Dimensions: Model is 5'9""/175cm and is wearing a size US26
Composition: 100% Cotton
Care: Care according to label",https://shop.harpersbazaar.com/organic-denim-shorts-with-crystal-g-1723561414158-46594/p
Eloisa Pants,The Row,1850.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F440114%2Fimage_1.jpg%3Fv%3D638588306127800000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F440116%2Fimage_2.jpg%3Fv%3D638592336139570000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F440115%2Fimage_3.jpg%3Fv%3D638592336138000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F440113%2Fimage_4.jpg%3Fv%3D638592336134870000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F440112%2Fimage_5.jpg%3Fv%3D638588306123170000""]","Wide leg pants
Soft midweight cashmere
Side seam pockets
Pull-on waistband

Dimensions: Model is 5'9""/175cm and is wearing a size XS/S
Composition: 100% cashmere
Care: Care according to label",https://shop.harpersbazaar.com/eloisa-pants-1723233811902-46071/p
Straight Leg Trouser,Brandon Maxwell,1295.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F427749%2Fimage_1.jpg%3Fv%3D638582562102430000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F427751%2Fimage_2.jpg%3Fv%3D638597808091830000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F427750%2Fimage_3.jpg%3Fv%3D638597808090100000""]","Brandon Maxwell Straight Leg Trouser in Ivory.
Viscose/Acetate/Elastane, Lining: Acetate/Polyester
Hi-Rise
Dry Clean
Made in IT",https://shop.harpersbazaar.com/straight-leg-trouser-1722614418897-43246/p
Metallic Jeans,Rabanne,790.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F419220%2Fimage_1.jpg%3Fv%3D638580601464200000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F419222%2Fimage_2.jpg%3Fv%3D638580601469200000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F419221%2Fimage_3.jpg%3Fv%3D638696934374570000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F419218%2Fimage_4.jpg%3Fv%3D638696934368730000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F419217%2Fimage_5.jpg%3Fv%3D638696934366070000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F419219%2Fimage_6.jpg%3Fv%3D638696934371870000""]","Rabanne Metallic Jeans in Light Silver.
100% Viscose Combo: 71% Polyester, 29% Polyamide ,100% Viscose , Combo: 71% Polyester, 29% Polyamide
Dry Clean
Imported",https://shop.harpersbazaar.com/metallic-jeans-1722463345212-41925/p
Kores Leopard Skirt,THEO The Label,265.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418034%2Fimage_1.jpg%3Fv%3D638580546778670000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418036%2Fimage_2.jpg%3Fv%3D638580546784500000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418035%2Fimage_3.jpg%3Fv%3D638591526153430000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418033%2Fimage_4.jpg%3Fv%3D638591526150570000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418032%2Fimage_5.jpg%3Fv%3D638591526146630000""]","Go Wild in our Kores Leopard Skirt! 
This Flowy Long Skirt features a Fierce Leopard Print Design that will make you stand out from the crowd.
Perfect for adding some fun and flair to your wardrobe. Roar with style!",https://shop.harpersbazaar.com/kores-leopard-skirt-1722457875344-41636/p
Nyx High-Waist Denim Shorts,THEO The Label,135.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417936%2Fimage_1.jpg%3Fv%3D638580546527830000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417938%2Fimage_2.jpg%3Fv%3D638580546532430000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417937%2Fimage_3.jpg%3Fv%3D638591652340770000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417935%2Fimage_4.jpg%3Fv%3D638591652338270000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417934%2Fimage_5.jpg%3Fv%3D638591652335630000""]","Get Ready to Rock that cool, casual look with our Nyx Denim Shorts! 
With their angled cut, high-waist and frayed edges, these shorts will add a touch of edge to your style. Perfect for a day out with friends or a weekend of fun.",https://shop.harpersbazaar.com/nyx-highwaist-denim-shorts-1722457851741-41616/p
Demeter Cropped Denim Pant,THEO The Label,245.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417838%2Fimage_1.jpg%3Fv%3D638580546275430000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417840%2Fimage_2.jpg%3Fv%3D638580546278500000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417839%2Fimage_3.jpg%3Fv%3D638580546276900000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417837%2Fimage_4.jpg%3Fv%3D638580546271400000""]","Prepare to embrace the cropped denim trend with our Demeter pants! Crafted for a tailored fit that accentuates your curves, these pants feature a bootcut design for a hint of retro charm. Elevate your style effortlessly and revel in both fashion and comfort with these essential bottoms.",https://shop.harpersbazaar.com/demeter-cropped-denim-pant-1722457826769-41596/p
Indigo Short - Bone,Christy Lynn,398.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417249%2Fimage_1.jpg%3Fv%3D638580474884030000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F417250%2Fimage_2.jpg%3Fv%3D638580474886530000""]","Our Classic Indigo Short is cut in a Sleek Bone Vegan Leather. These High-Waisted silhouette shorts are designed with a stationed cuff and elastic back for comfort. Complete with a removable self-tie belt.
Composition: Vegan Leather
Care: Dry Clean Only
Imported",https://shop.harpersbazaar.com/indigo-short-bone-1722450685194-41426/p
Maxi Skirt - Pink White,Missoni,1400.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416958%2Fimage_1.jpg%3Fv%3D638579776054500000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416960%2Fimage_2.jpg%3Fv%3D638579776058530000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416959%2Fimage_3.jpg%3Fv%3D638579776056830000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416957%2Fimage_4.jpg%3Fv%3D638579776050270000""]","Missoni Knit Maxi Dress in Pink and White Multi.
Rayon Lurex Knit
Dry Clean
Imported",https://shop.harpersbazaar.com/maxi-skirt-pink-white-1722380804478-41332/p
Embroidered Pencil Skirt,Michael Kors Collection,3990.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416949%2Fimage_1.jpg%3Fv%3D638579776028370000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416951%2Fimage_2.jpg%3Fv%3D638590824231670000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416950%2Fimage_3.jpg%3Fv%3D638590824228070000""]","Get ready to turn heads in this showstopping gold-tone high-rise Pencil Skirt from Michael Kors. It features a Slim Silhouette with sparkling Sequin embroidery, concealed back zip closure, rear slit at hem and a mid-length.
82% Polyamide, 18% Elastane, Dry Clean
Made in India, US Sizing",https://shop.harpersbazaar.com/embroidered-pencil-skirt-1722380802395-41330/p
Embroidered Fishtail Skirt,Michael Kors Collection,3250.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416941%2Fimage_1.jpg%3Fv%3D638579934402630000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416943%2Fimage_2.jpg%3Fv%3D638579934409200000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416942%2Fimage_3.jpg%3Fv%3D638590824216600000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416940%2Fimage_4.jpg%3Fv%3D638590824213230000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416939%2Fimage_5.jpg%3Fv%3D638579934396300000""]","Michael Kors Embroidered Fishtail Skirt in Sand.
95% Polyester, 5% Elastane
Dry Clean
Made in Italy",https://shop.harpersbazaar.com/embroidered-fishtail-skirt-1722380799765-41328/p
Flare Trouser - White Multi,Missoni,1260.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416439%2Fimage_1.jpg%3Fv%3D638579774572800000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416441%2Fimage_2.jpg%3Fv%3D638579774576870000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416440%2Fimage_3.jpg%3Fv%3D638579774575000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416438%2Fimage_4.jpg%3Fv%3D638579774570770000""]","Missoni Flare Trouser in White Multi.
Wool Knit
Dry Clean
Imported",https://shop.harpersbazaar.com/flare-trouser-white-multi-1722380655469-41190/p
Sequin Denim Trousers,Missoni,1830.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416432%2Fimage_1.jpg%3Fv%3D638579774551830000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F416433%2Fimage_2.jpg%3Fv%3D638579774554030000""]","Missoni Sequin Denim Trouser in Dark Blue.
100% Cotton
Hi Rise
Machine Wash
Made in Italy",https://shop.harpersbazaar.com/sequin-denim-trousers-1722380654759-41188/p
Audrey Pant - Black,Adam Lippes,790.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F415311%2Fimage_1.jpg%3Fv%3D638590770194500000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F415313%2Fimage_2.jpg%3Fv%3D638705952341170000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F415312%2Fimage_3.jpg%3Fv%3D638590770200600000""]","Adam Lippes cropped stretch pant in black.
66% Viscose, 32% Acetate, 2% Elastane
Dry Clean
Made in the United States ",https://shop.harpersbazaar.com/audrey-pant-black-1722375008977-40940/p
Classic Trouser in Stretch Viscose - Ivory,Co,695.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F411198%2Fimage_1.jpg%3Fv%3D638587152144630000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F411200%2Fimage_2.jpg%3Fv%3D638587152150030000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F411199%2Fimage_3.jpg%3Fv%3D638587152147200000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F411197%2Fimage_4.jpg%3Fv%3D638587152142770000""]","Tailored for a relaxed fit. Generously cut in fluid viscose cady with double front pleat detail. Softly tapered at ankle.

Details

97% Viscose, 3% Elastane
5007MBND-ESSN

Relaxed fit. Size down to achieve a slimmer fit.
Inseam 31.5"" across all sizes.
Model is 5'9"" with 24"" waist and wears a size 2.",https://shop.harpersbazaar.com/classic-trouser-in-stretch-viscose-ivory-1722290945778-39836/p
Eris Baby Houndstooth Blazer,THEO The Label,375.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418216%2Fimage_1.jpg%3Fv%3D638580547236100000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418218%2Fimage_2.jpg%3Fv%3D638591742112470000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418217%2Fimage_3.jpg%3Fv%3D638580547239530000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418215%2Fimage_4.jpg%3Fv%3D638591742108570000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418214%2Fimage_5.jpg%3Fv%3D638591742105530000""]","Upgrade your wardrobe with the Eris Baby Houndstooth Blazer. This stylish piece features a classic houndstooth print for a touch of sophistication. Crafted from quality materials, it effortlessly blends comfort and style, making it a must-have for the fashion-forward individual.",https://shop.harpersbazaar.com/eris-baby-houndstooth-blazer-1722457922541-41663/p
Aphrodite Shrunken Jacket,THEO The Label,325.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418238%2Fimage_1.jpg%3Fv%3D638580547305830000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418240%2Fimage_2.jpg%3Fv%3D638591688204170000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F418239%2Fimage_3.jpg%3Fv%3D638591688202900000""]","Introducing the Aphrodite Shrunken Jacket: An exquisite blend of sophistication and charm. Crafted with meticulous attention to detail, this tailored masterpiece features front pockets that marry practicality with style, elevating your wardrobe to new heights. Designed to flatter every curve, it's the quintessential choice for discerning fashion enthusiasts craving opulent luxury.",https://shop.harpersbazaar.com/aphrodite-shrunken-jacket-1722457929819-41668/p
Refined Suiting Double Breasted Mini Dress,Rebecca Taylor,550.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658252%2Fimage_1.jpg%3Fv%3D638688150139830000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658254%2Fimage_2.jpg%3Fv%3D638688150143000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658253%2Fimage_3.jpg%3Fv%3D638688150141470000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658250%2Fimage_4.jpg%3Fv%3D638681743880700000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658249%2Fimage_5.jpg%3Fv%3D638688150137630000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658251%2Fimage_6.jpg%3Fv%3D638688150138570000""]","This chic and sophisticated piece features a double-breasted front for a tailored look. The sleeveless design and mini length add a modern touch, perfect for both professional settings and stylish evenings out. Effortlessly versatile, this dress combines elegance and contemporary flair.",https://shop.harpersbazaar.com/refined-suiting-double-breasted-mini-dress-1732647638115-97830/p
Hazy Dot Dress,Rebecca Taylor,530.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658366%2Fimage_1.jpg%3Fv%3D638681744104700000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658368%2Fimage_2.jpg%3Fv%3D638688222265400000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658367%2Fimage_3.jpg%3Fv%3D638688222263400000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658365%2Fimage_4.jpg%3Fv%3D638688222262600000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658364%2Fimage_5.jpg%3Fv%3D638688222261500000""]","This alluring tie Neck Dress in a deep navy combo showcases a playful geometric print, perfect for day-to-night versatility. The elegant tie neck detail adds a touch of sophistication, while the Fabric Blend ensures comfort and ease of movement.

• Navy-colored with light geometric pattern
• Tie neck detail for adjustable styling
• Long sleeves with fitted silhouette
• Keyhole back cutout
• 97% Polyester, 3% Spandex
• Dry Clean Only",https://shop.harpersbazaar.com/hazy-dot-dress-1732577604658-97851/p
Rory Maxi Shirtdress Blackout,Frank & Eileen,398.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F430543%2Fimage_1.jpg%3Fv%3D638585659476600000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F430545%2Fimage_2.jpg%3Fv%3D638585659485530000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F430544%2Fimage_3.jpg%3Fv%3D638585659481000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F430542%2Fimage_4.jpg%3Fv%3D638585659475370000""]","The Rory Maxi Shirt Dress in Blackout by Frank and Eileen is a full-length dress featuring a slimming silhouette, statement chest pocket and full-length sleeves perfect for rolling up for a more casual effect",https://shop.harpersbazaar.com/rory-maxi-shirtdress-blackout-1722969147046-43971/p
