title,brand,price,image_urls,description,url
Classic Jumpsuit,Alaïa,4620.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F458808%2Fimage_1.jpg%3Fv%3D638600292349230000""]","Dimensions: Model is 5'9""/175cm and is wearing a size 36 
Composition: Fabric Blend 
Care: Care according to label",https://shop.harpersbazaar.com/classic-jumpsuit-1724432433901-49943/p
Second Skin Knit Body,Alaïa,1520.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F458805%2Fimage_1.jpg%3Fv%3D638600292333800000""]","Fitted Design Bodysuit Silhouette 
Turtle Neck 
Long Sleeve 
Zip and Snap Fastening 
Thong Back",https://shop.harpersbazaar.com/second-skin-knit-body-1724432433014-49940/p
Shirt Dress,Saint Laurent,2890.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F455794%2Fimage_1.jpg%3Fv%3D638598694014700000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F455796%2Fimage_2.jpg%3Fv%3D638599212256900000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F455795%2Fimage_3.jpg%3Fv%3D638599212253900000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F455793%2Fimage_4.jpg%3Fv%3D638599212249700000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F455792%2Fimage_5.jpg%3Fv%3D638599212248030000""]","•	Printed Palms 
•	Front button placket
•	Pointed Collar
•	Padded Shoulders 
•	Topstitching 
Dimensions: Model is 5'9""/175cm and is wearing a size FR36 
Composition: 100% Viscose 
Care: Care according to label",https://shop.harpersbazaar.com/shirt-dress-1724272600429-49781/p
Mesh Long Dress,Jean Paul Gaultier,641.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F445806%2Fimage_1.jpg%3Fv%3D638592575392500000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F445808%2Fimage_2.jpg%3Fv%3D638592575398230000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F445807%2Fimage_3.jpg%3Fv%3D638592575395130000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F445805%2Fimage_4.jpg%3Fv%3D638596818856870000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F445804%2Fimage_5.jpg%3Fv%3D638596818850000000""]","Fitted Column Silhouette
Long Sleeves
Mesh fabrication
Ecorche print of muscles and anatomy throughout

Dimensions: Model is 5'9"" / 175cm and is wearing a size S
Composition: 100% Polyamide
Care: Care according to label",https://shop.harpersbazaar.com/mesh-long-dress-1723660633249-47539/p
Kyra Bodysuit,Live The Process,150.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606978%2Fimage_1.jpg%3Fv%3D638670258305500000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606980%2Fimage_2.jpg%3Fv%3D638670258311200000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606979%2Fimage_3.jpg%3Fv%3D638670258308570000""]","Tipping the balance. Our Kyra Bodysuit, with its open back and Brazilian cut bottom, is an irresistible piece. Primed for layering under anything, it offers a tantalizing blend of allure and versatility.",https://shop.harpersbazaar.com/kyra-bodysuit-1730772576310-85293/p
Orion Bodysuit,Live The Process,160.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628746%2Fimage_1.jpg%3Fv%3D638671194214330000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628748%2Fimage_2.jpg%3Fv%3D638670299814300000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628747%2Fimage_3.jpg%3Fv%3D638671194217130000""]","Peekaboo! The figure-flattering bodysuit gets reimagined into a cut-out sensation that's out of this world.
In other words: Our Orion Bodysuit. Heads will turn.",https://shop.harpersbazaar.com/orion-bodysuit-1731433174370-90475/p
Idun Dress,Rebecca Taylor,490.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658419%2Fimage_1.jpg%3Fv%3D638681744200030000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658421%2Fimage_2.jpg%3Fv%3D638688276240370000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658420%2Fimage_3.jpg%3Fv%3D638688276239270000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658417%2Fimage_4.jpg%3Fv%3D638688276236300000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658416%2Fimage_5.jpg%3Fv%3D638688276235070000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658418%2Fimage_6.jpg%3Fv%3D638688276237870000""]","This Black Shirt Dress artfully combines classic tailoring with romantic lace elements. Featuring a crisp Cotton Poplin bodice and a luxurious corded gallon lace skirt, it offers an elegant contrast of textures for a truly striking look.

• Black Cotton Poplin bodice with button-front closure
• Corded gallon lace skirt for added allure
• Refined shell buttons for a polished finish
• Three-quarter length sleeves
• Midi length with scalloped lace hem
• Versatile design suitable for day-to-night occasions
• Body: 100% Cotton
• Lace: 38% Rayon, 36% Nylon, 26% Cotton
• Dry Clean Only",https://shop.harpersbazaar.com/idun-dress-1732577576856-97861/p
Oversized Kaftan,We-Ar4,295.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213652%2Fimage_1.jpg%3Fv%3D638556410014730000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213654%2Fimage_2.jpg%3Fv%3D638556410020830000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213653%2Fimage_3.jpg%3Fv%3D638556410017400000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213647%2Fimage_4.jpg%3Fv%3D638556410000730000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213646%2Fimage_5.jpg%3Fv%3D638556409998130000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213650%2Fimage_6.jpg%3Fv%3D638556410008800000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213648%2Fimage_7.jpg%3Fv%3D638556410004270000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213645%2Fimage_8.jpg%3Fv%3D638556409995800000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213643%2Fimage_9.jpg%3Fv%3D638556409991100000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213644%2Fimage_10.jpg%3Fv%3D638556409993770000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213651%2Fimage_11.jpg%3Fv%3D638556410011470000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F213649%2Fimage_12.jpg%3Fv%3D638556410007700000""]","Like wearing a warm summer breeze, the Oversized Kaftan turns a classic men's shirt into an airy, effortless dress. The Oversized yet crisp silhouette balances bold proportion with light movement. Wear it as a beach cover-up or as casually chic everyday look.",https://shop.harpersbazaar.com/oversized-kaftan-1720044188008-9274/p
Petra Dress,Live The Process,260.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628602%2Fimage_1.jpg%3Fv%3D638671842142500000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628604%2Fimage_2.jpg%3Fv%3D638670299210600000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628603%2Fimage_3.jpg%3Fv%3D638671842145170000""]","Irresistible allure. Our artfully knitted strapless Petra Dress, featuring intricate corset detailing and a sleek yet supportive column silhouette with a flattering drop waist, epitomizes pure sensuality. The corset holds you in, enhancing your curves, while the ribbed dress portion flows gracefully. This versatile piece is a captivating choice for any occasion.",https://shop.harpersbazaar.com/petra-dress-1731433116178-90427/p
Corset Playsuit,Live The Process,145.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606681%2Fimage_1.jpg%3Fv%3D638663693745470000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606683%2Fimage_2.jpg%3Fv%3D638669430880000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606682%2Fimage_3.jpg%3Fv%3D638669430876270000""]","Waist not, want not. Our Corset Playsuit, cropped to perfection, is your go-to for flirtatious layering. Be bold in this this playful silhouette.",https://shop.harpersbazaar.com/corset-playsuit-1730772574054-85194/p
Malia Mini Dress,Live The Process,155.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628665%2Fimage_1.jpg%3Fv%3D638671770232870000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628667%2Fimage_2.jpg%3Fv%3D638670299516400000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628666%2Fimage_3.jpg%3Fv%3D638671770236970000""]","Pop shop. Convey easy, swingy style in our crewneck, ruffle-hemmed, thigh-revealing Malia Mini Dress. The flirtatious ruffle hem and thigh-grazing cut, paired with a classic crewneck, create a playful silhouette that sways with your every step.",https://shop.harpersbazaar.com/malia-mini-dress-1731433121109-90448/p
Malia Dress,Live The Process,290.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606549%2Fimage_1.jpg%3Fv%3D638663693279230000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606551%2Fimage_2.jpg%3Fv%3D638670114601030000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F606550%2Fimage_3.jpg%3Fv%3D638670114595470000""]",Let it Flounce. Ruffled Hemlines and Adjustable Straps make our Malia Dress perfect for a spin any time of day or night.,https://shop.harpersbazaar.com/malia-dress-1730772527482-85150/p
Poplin Shirt Dress,Rebecca Taylor,430.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658212%2Fimage_1.jpg%3Fv%3D638681743802700000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658214%2Fimage_2.jpg%3Fv%3D638688204063400000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658213%2Fimage_3.jpg%3Fv%3D638688204062000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658211%2Fimage_4.jpg%3Fv%3D638688204060600000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F658210%2Fimage_5.jpg%3Fv%3D638688204058770000""]","This refined puff sleeve shirt dress in a rich Dark Navy Hue offers a perfect blend of classic style and modern charm. Crafted from pure cotton, it promises both comfort and elegance with its thoughtfully designed silhouette and feminine details. 

Deep Dark Navy color for sophisticated, versatile wear. 
100% Cotton fabric for breathable comfort.
Romantic puff sleeves add a stylish touch.
Button-front closure with elegant shell buttons.
Fitted waist leading to a graceful midi-length skirt  

100% Cotton 

Hand Wash Cold Only 
Non-Chlorine Bleach When Needed 
Lay Flat To Dry  
Cool Iron If Needed 
Or Dry Clean",https://shop.harpersbazaar.com/poplin-shirt-dress-1732577579434-97823/p
Mira Dress,Live The Process,170.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628620%2Fimage_1.jpg%3Fv%3D638671806327770000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628622%2Fimage_2.jpg%3Fv%3D638671806334770000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F628621%2Fimage_3.jpg%3Fv%3D638671806330570000""]","A slinky short tunic—or super Short Dress if you dare—makes for a breezy look. Our Mira Dress is a slinky tunic that dares to double as a super short dress. Featuring a seductive V-Neck and exquisite detailing under the chest, it offers a breezy, sophisticated look that captivates.",https://shop.harpersbazaar.com/mira-dress-1731433125175-90433/p
"42"" Marshmallow Hooded Lounger",Softies,119.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F201783%2Fimage_1.jpg%3Fv%3D638623656317200000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F201785%2Fimage_2.jpg%3Fv%3D638513088599070000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F201784%2Fimage_3.jpg%3Fv%3D638513088598600000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F201780%2Fimage_4.jpg%3Fv%3D638513088595000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F201779%2Fimage_5.jpg%3Fv%3D638513088593600000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F201782%2Fimage_6.jpg%3Fv%3D638513088596230000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F201781%2Fimage_7.jpg%3Fv%3D638513088595470000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F201778%2Fimage_8.jpg%3Fv%3D638513088591870000""]","Softies' Marshmallow Hooded Lounger: 
The Epitome of Luxury Loungewear

Embrace the sheer luxury of the most exquisite lounger. Slipping into this heavenly cloud of comfort is unlike anything else. The heather melange fabric with a velvety texture on both sides is simply mesmerizing. It's like being caressed by a thousand marshmallows. The elegant design of the crisscross neckline on the hooded opening and the kangaroo pocket add to the opulence of this lounging essential. Its hemline gracefully falling just below the knee envelops you in a sumptuous cocoon of tranquility. Every time you put it on, you will be transported to a world of supreme relaxation. Our luxury loungewear collection is crafted with care and designed for optimal comfort. It is a profound indulgence that will leave you reeling in ecstasy.

**Oprah's Favorite Thing: 2019**

Hooded Lounger Features

The curved hem falls just below the knee
Kangaroo pocket creates a casual yet luxe appeal
Heathered, ribbed knit fabric is stylish and oh-so-comfortable
Playful Hood makes it a year-round favorite

 Hooded Lounger Materials & Care

Easy care, colorfast and machine washable. 
Amazingly soft Marshmallow blend of 51% Polyester and 49% Nylon only gets softer with time.",https://shop.harpersbazaar.com/42-marshmallow-hooded-lounger-1715711991158-6867/p
Long Sleeve Shirt Dress in Crepe  - Black,Co,795.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F412110%2Fimage_1.jpg%3Fv%3D638578879801000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F412112%2Fimage_2.jpg%3Fv%3D638587404362770000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F412111%2Fimage_3.jpg%3Fv%3D638587404360600000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F412109%2Fimage_4.jpg%3Fv%3D638587404358400000""]","A Midi-Length A-line Dress in a fluid Stretch Viscose, featuring a half zip detail at front.

Details

Black Midi-Length Dress
Stretch viscose
Pointed collar
Half-zip closure at bodice front
A-Line Skirt
Box pleat at skirt front
97% Viscose, 3% Elastane
4471MBND-ESSN

Size and Fit

Designed for a relaxed fit. Size down for a slimmer fit.
Model is 5'10"" and wears a size Small.",https://shop.harpersbazaar.com/long-sleeve-shirt-dress-in-crepe-black-1722291161069-40096/p
Lace Slip Dress in Silk Satin - Black,Co,695.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F411940%2Fimage_1.jpg%3Fv%3D638587278161770000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F411942%2Fimage_2.jpg%3Fv%3D638587278168030000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F411941%2Fimage_3.jpg%3Fv%3D638587278165370000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F411939%2Fimage_4.jpg%3Fv%3D638587278159430000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F438537%2Fimage_5.jpg%3Fv%3D638587278156200000""]","Long Slip Dress in 16mm Opaque Bias-cut Silk Satin glides gracefully against the skin. French lace trims the neckline. Adjustable spaghetti straps and cleverly positioned encased elasticized back ensure proper fit. French seam, baby hem.

Details

100% Silk
Trim: 50% Cotton, 30% Viscose, 20% Polyamide
4704CSSC-CORE
Black

Size and Fit

True to size. See size guide.
Approx. 47"" in total length.
Model is 5'9"" 30"" bust and wears a size Small.",https://shop.harpersbazaar.com/lace-slip-dress-in-silk-satin-black-1722291142203-40052/p
Cotton Poplin X Cotton Jersey Dress - Navy Stripe,Sacai,1030.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F563246%2Fimage_1.jpg%3Fv%3D638646396145630000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F563248%2Fimage_2.jpg%3Fv%3D638652006344630000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F563247%2Fimage_3.jpg%3Fv%3D638652006342130000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F563245%2Fimage_4.jpg%3Fv%3D638646396144030000""]","The Sacai Cotton Poplin x Cotton Jersey Dress features their signature mixed materials. You'll love the simple Jersey Cotton Top paired with the striped Cotton Poplin Skirt. Wear yours with boots and a shoulder bag. 
 
Fit Description
Fits true to size, take you rnormal size 
Midi length 
Mixed material 
Relaxed fit 
Belted waistband 
100% Cotton
Celeste is wearing a size 1/ XS

Model Measurements 
Bust: 35""
Waist: 25.5""
Hips: 34""
Height: 5’10”",https://shop.harpersbazaar.com/cotton-poplin-x-cotton-jersey-dress-navy-stripe-1729042792385-75229/p
Iride Print Mini Dress,Pucci,1550.0,"[""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F491725%2Fimage_1.jpg%3Fv%3D638617724186000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F491727%2Fimage_2.jpg%3Fv%3D638622594279200000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F491726%2Fimage_3.jpg%3Fv%3D638622594275730000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F491724%2Fimage_4.jpg%3Fv%3D638622594271000000"", ""https://harpersbazaarprod.vtexassets.com/unsafe/154x0/center/middle/filters:quality(60)/https%3A%2F%2Fharpersbazaarprod.vtexassets.com%2Farquivos%2Fids%2F491723%2Fimage_5.jpg%3Fv%3D638622594269300000""]","• V-Neck
• Short wide sleeves
• Wrap-style front
• Elasticated drawstring waist
• Straight mini-length hem

Dimensions: Model is 5'9""/ 175cm and is wearing a size S
Composition: 100% Cotton
Care: Care according to label",https://shop.harpersbazaar.com/iride-print-mini-dress-1726175554456-58121/p
